Transaction_Amount,Account_Age_Days,Time_Since_Last_Transaction,Transactions_Last_24h,Transactions_Last_7d,Avg_Transaction_Amount_7d,Avg_Transaction_Amount_30d,Distance_From_Home_Location,Device_Risk_Score,Merchant_Risk_Score,Velocity_Transactions_1h,Velocity_Transactions_24h,Chargeback_History_Count,Failed_Login_Count,Session_Duration,IP_Risk_Score,Behavioral_Anomaly_Score,Card_Usage_Frequency,Credit_Limit_Utilization,Geo_Location_Risk,Transaction_Hour,Days_Since_Last_Address_Change,Num_Unique_Merchants_7d,Amount_Deviation_From_Avg,Email_Domain_Age_Days,Num_Cards_On_Account,Previous_Fraud_Reports,Merchant_Category,Transaction_Channel,Device_Type,Payment_Method,Country_Code,Account_Type,Card_Presence,Customer_Segment,Merchant_Size,Authentication_Type,Transaction_Day_Of_Week,Card_Type,Email_Provider,Fraud_Label,Time
923.47,1573,7.25,3,13,235.26,99.17,1.89,20.6,33.3,1,5,0,1,341.1,31.5,0,9.4,0.238,12.9,7,31,3,824.3,1924,3,1,grocery,online,mobile_app,credit_card,US,premium,not_present,vip,medium,pin,Tuesday,visa,gmail.com,0,329.7977528544154
55.74,1083,11.64,4,9,34.84,33.9,1.64,26.3,25.8,0,2,0,0,197.5,11.8,18.2,31.7,0.604,14.2,10,436,5,21.85,2498,1,0,grocery,POS,tablet,credit_card,US,premium,present,regular,medium,3d_secure,Thursday,visa,protonmail.com,0,329.94832301515817
232.2,918,20.71,3,9,25.06,14.31,49.74,17.9,24.9,3,1,0,1,99.7,31.1,3.3,0.2,0.327,6.9,14,839,4,217.89,2533,1,0,restaurant,POS,mobile_app,credit_card,GB,personal,not_present,regular,medium,3d_secure,Saturday,visa,other,0,330.59434414787864
21.64,1158,14.79,4,8,14.23,15.44,11.95,4.2,0,1,1,0,1,268.7,6.8,19.4,12.3,0.772,8.2,13,862,7,6.21,3101,2,0,electronics,ATM,desktop,digital_wallet,CN,personal,not_present,inactive,large,biometric,Friday,mastercard,hotmail.com,0,331.1526930000296
47.59,1159,16.32,0,10,39.98,37.72,1.36,32.8,28.3,0,3,0,0,96.1,29.5,18.5,21.7,0.231,27.7,9,727,2,9.87,1505,2,0,grocery,POS,desktop,debit_card,FR,premium,present,vip,large,pin,Saturday,mastercard,yahoo.com,0,331.4098768681619
35.1,1449,26.27,7,6,52.58,57.84,2.34,18.5,9.7,0,3,0,0,237,19.8,12.1,9.5,0.248,20.9,6,687,5,-22.74,1998,3,0,gas_station,online,unknown,bank_transfer,AU,student,present,new,large,3d_secure,Saturday,amex,gmail.com,0,331.47978955857303
27.11,843,22.14,2,11,34.3,35.58,9.14,8.1,35.9,0,2,0,0,87.8,0,14.9,11.5,0.329,8.6,9,588,5,-8.46,1546,2,0,restaurant,mobile,mobile_app,debit_card,RU,business,not_present,vip,small,pin,Tuesday,visa,yahoo.com,0,332.1255855030141
366.78,1803,15.01,1,12,284.99,276.28,2.43,2.2,6.4,1,1,0,1,236.9,6,10.1,7.4,0.393,16,21,597,5,90.5,1574,2,0,grocery,mobile,mobile_browser,bank_transfer,CA,premium,present,regular,large,3d_secure,Monday,amex,yahoo.com,0,332.55165954904203
25.07,1330,24.1,1,17,78.52,80.21,5.04,0,20,0,3,0,0,203.2,3.7,9.1,15.1,0.113,13.6,14,575,4,-55.14,2336,3,0,gas_station,POS,desktop,debit_card,AU,personal,not_present,regular,enterprise,biometric,Sunday,visa,yahoo.com,0,333.40994765599913
71.03,813,13.43,4,11,309.54,190.73,7.72,14.6,11.4,0,0,0,0,200,21.8,17.2,10.7,0,32.5,20,821,5,-119.71,2146,2,0,grocery,POS,desktop,bank_transfer,DE,premium,present,vip,medium,signature,Tuesday,amex,protonmail.com,0,333.83584737504475
36.55,1670,22.48,2,10,27.93,32.62,18.51,38.9,26.6,0,4,0,0,302.3,0,10.1,15.9,0.529,14.1,13,868,5,3.93,2926,1,0,grocery,POS,mobile_app,digital_wallet,AU,personal,present,regular,medium,none,Wednesday,amex,yahoo.com,0,334.9446740396037
9.52,845,16.84,6,15,17.35,18.88,3.01,9.9,30,0,2,0,0,13.4,6.2,13.7,13.5,0.582,15.4,10,490,2,-9.36,1673,1,0,entertainment,POS,mobile_app,credit_card,GB,personal,present,regular,medium,biometric,Saturday,visa,gmail.com,0,335.4102714286361
33.79,992,8.96,2,8,26.3,23.81,10.78,27.5,26.5,1,5,0,1,113.7,14.5,7.7,10,0.364,5.8,11,462,5,9.98,1715,3,0,grocery,mobile,desktop,credit_card,CA,premium,not_present,vip,small,pin,Saturday,mastercard,outlook.com,0,335.8876778856046
13.02,1224,16.14,4,10,16.3,17,3.69,18.5,10.8,0,1,0,0,629.4,14,0,0,0,15.1,13,751,9,-3.98,1842,2,0,electronics,mobile,desktop,credit_card,GB,personal,present,regular,medium,pin,Thursday,visa,gmail.com,0,337.10147789867784
523.84,933,18.84,3,12,17.85,8.26,34.89,22.6,18.2,1,4,0,0,453.5,11.7,9.8,25.4,0.008,22.3,9,544,4,515.59,108,4,0,restaurant,mobile,mobile_browser,debit_card,GB,student,present,vip,enterprise,3d_secure,Thursday,visa,gmail.com,0,337.4011333
474.73,900,31.46,1,4,470.3,409.14,14.53,9.5,21.6,2,1,0,1,160.9,0,19,16.3,0.464,12.7,9,455,7,65.59,1546,1,0,gas_station,ATM,mobile_browser,debit_card,DE,personal,present,vip,small,signature,Saturday,mastercard,gmail.com,0,337.4845883549174
70.27,815,19.34,1,8,45.08,47.34,15.38,18.2,32.3,1,2,0,0,440,9.3,0,5.7,0.13,6.9,14,621,1,22.93,2180,2,0,gas_station,POS,mobile_app,debit_card,BR,premium,not_present,vip,enterprise,3d_secure,Sunday,discover,gmail.com,0,337.50152726734797
62.07,1459,21.81,9,11,42.34,18.28,130.43,7.6,26,0,0,1,0,164.4,28.9,13.4,13,0.451,4.8,14,529,4,43.79,1794,3,0,clothing,mobile,mobile_app,debit_card,US,personal,present,inactive,medium,pin,Tuesday,mastercard,gmail.com,0,338.3176205898923
36.94,981,5.08,3,9,49.52,48.08,2.14,0,9.6,1,4,0,1,104.9,18.6,2.6,18.4,0.354,0,18,716,5,-11.14,2467,1,0,restaurant,POS,desktop,bank_transfer,DE,business,not_present,regular,enterprise,3d_secure,Wednesday,mastercard,gmail.com,0,338.87929199078746
22.91,2061,24.33,5,11,18.62,18.4,29.97,12.2,28.9,0,3,1,0,255,0,2.8,12.3,0.311,32.5,3,493,1,4.51,2091,2,3,grocery,online,mobile_browser,digital_wallet,US,premium,present,vip,small,signature,Thursday,amex,other,0,339.5855378925102
132.73,963,19.33,2,14,184.53,176.45,0.5,11.3,10.9,0,3,0,0,102,59.5,15.1,6.3,0.291,25,10,765,0,-43.72,1651,2,0,entertainment,mobile,mobile_browser,credit_card,NG,personal,not_present,inactive,enterprise,signature,Monday,visa,yahoo.com,0,339.7244371587364
4.34,1863,25.69,3,13,7.15,6.58,7.04,17.6,27.4,0,1,0,0,230.1,10,7.5,13.2,0.248,21.5,13,436,2,-2.24,1703,1,0,travel,POS,mobile_app,debit_card,US,business,not_present,vip,large,signature,Tuesday,mastercard,gmail.com,0,339.80947243844884
35,1107,30.42,4,8,89.78,91.67,93.34,29,33.3,0,4,0,0,116.6,12.7,72.3,7,0.531,0,5,1105,4,-56.66,2173,1,0,gas_station,ATM,mobile_browser,credit_card,CA,student,present,regular,small,signature,Friday,visa,outlook.com,0,339.81797029468294
294.93,1363,10.89,4,17,289.15,325.91,64.48,18.4,69.5,1,3,0,1,172.1,11.4,8.1,9.4,0.401,17.3,13,627,0,-30.99,1897,2,0,clothing,mobile,tablet,credit_card,CN,business,present,inactive,enterprise,3d_secure,Saturday,visa,other,0,340.0683489063617
20.78,830,20.15,1,13,59.85,54.76,5.21,20.3,8.1,0,1,1,5,14.4,1.1,0,39.5,0.322,15.4,15,686,7,-33.97,2106,3,0,grocery,POS,unknown,debit_card,US,business,present,regular,medium,pin,Wednesday,visa,other,0,340.58535938424734
60.98,1301,3.08,2,13,55.75,51.81,12.2,19.7,0,0,1,0,1,232.2,10.8,8.9,2.5,0.452,11.4,10,656,3,9.17,1755,2,0,restaurant,online,mobile_app,bank_transfer,US,student,not_present,regular,medium,signature,Tuesday,visa,outlook.com,0,340.8741888674328
682.29,1166,21.69,0,10,360.43,414.81,54.11,12.3,18.7,0,3,0,1,593.3,23.1,13.2,9.6,0.156,0,10,586,7,267.48,71,2,2,restaurant,online,tablet,digital_wallet,GB,business,present,new,small,3d_secure,Sunday,discover,yahoo.com,0,341.2078742138733
92.97,1255,16.43,2,8,55.47,61.86,7.49,17.5,26.7,0,1,0,0,207.4,18.2,14,26.2,0.253,17.6,15,734,3,31.1,2598,1,0,gas_station,POS,tablet,bank_transfer,NG,premium,present,vip,small,3d_secure,Saturday,mastercard,outlook.com,0,342.56800989720256
13.99,1267,23.56,0,12,26.68,25.93,4.27,0,0,1,1,0,0,128,27.7,14.6,8.1,0.494,10.2,13,404,5,-11.93,1516,2,0,restaurant,online,desktop,debit_card,US,premium,not_present,regular,medium,signature,Saturday,mastercard,gmail.com,0,342.8163094135691
39.17,907,24.97,5,8,29.1,27.84,1.51,15.9,16,0,1,0,0,215.7,0,18.4,12.8,0.351,10.4,0,1017,9,11.33,1934,2,0,grocery,online,mobile_app,credit_card,US,business,present,regular,medium,biometric,Friday,mastercard,protonmail.com,0,343.23479392985104
114.94,1485,12.76,3,15,110.87,108.11,1.57,7.5,45.8,1,4,0,0,70.2,13.4,6.1,2,0.34,0,11,616,5,6.83,74,2,0,gas_station,POS,mobile_browser,debit_card,DE,personal,present,regular,large,signature,Friday,visa,yahoo.com,0,344.12269953772847
76.48,156,12.17,0,5,57.57,57.93,6.32,0,11,0,3,0,0,115.4,20,18.4,10.5,0.32,7.3,13,559,3,18.56,1992,2,0,grocery,POS,mobile_browser,bank_transfer,CN,personal,not_present,regular,medium,signature,Saturday,mastercard,outlook.com,0,344.415646
94.99,1092,2.22,1,13,93.81,94.64,5.88,4.7,8.9,0,2,0,4,330,25.2,57.3,7.7,0.32,25.3,22,651,10,0.35,1970,2,0,travel,online,mobile_app,debit_card,US,premium,not_present,regular,medium,pin,Friday,mastercard,gmail.com,0,344.9800384895868
2.47,143,34.64,2,15,5,5,21.71,21.6,10,3,1,0,0,459.2,12.9,21.5,11,0.74,0,15,685,1,-2.53,1890,3,0,travel,POS,mobile_app,credit_card,AU,premium,present,regular,large,signature,Saturday,mastercard,outlook.com,0,346.1302600629237
1759.86,1044,1.3,1,6,34.69,19.08,10,9.2,14,0,0,0,0,570.6,2.7,1.4,9.9,0.16,16.5,11,38,4,1740.78,1817,1,0,health,POS,mobile_app,digital_wallet,US,premium,present,inactive,medium,pin,Sunday,visa,other,0,347.8622505
13.77,1040,8.55,4,13,12.7,13.29,1.55,6.2,13.1,0,0,0,0,548.3,11,13.3,18,0,25.5,9,777,2,0.48,1784,6,0,grocery,POS,mobile_app,credit_card,US,premium,not_present,regular,small,3d_secure,Friday,mastercard,gmail.com,0,347.9545179938436
43.61,969,2.97,2,9,83.09,75.33,29.86,68.6,4.8,0,1,0,0,1361.9,14.4,35.6,37.8,0.321,14.4,13,526,4,-31.72,2512,1,2,grocery,online,desktop,debit_card,US,personal,present,vip,medium,none,Wednesday,visa,other,0,349.4692824
8.8,1090,13.53,2,9,11.8,10.61,1.76,22.5,28.8,1,1,0,0,181.7,26.7,7.3,8.6,0.677,18.6,13,572,5,-1.81,1826,1,0,entertainment,POS,desktop,debit_card,IN,student,present,new,large,signature,Saturday,mastercard,other,0,349.8622340093854
645.79,108,12.81,4,15,435.8,380.63,77.28,27.1,18.8,0,3,1,0,36.6,12.1,2.8,22,0.426,32.1,7,697,5,265.17,1957,2,0,clothing,ATM,mobile_browser,digital_wallet,US,premium,not_present,new,small,biometric,Friday,visa,outlook.com,0,350.0355005729092
122.81,1309,18.59,2,10,79.73,76.31,9.31,0,49.3,1,0,1,0,464,25.6,66.3,5.8,0.3,31.4,13,577,7,46.5,2739,2,0,travel,mobile,mobile_app,debit_card,BR,student,not_present,inactive,medium,3d_secure,Saturday,visa,gmail.com,0,350.3919610139842
58.17,1283,7.63,0,13,38.31,39.12,4.96,25.9,22.1,0,3,0,0,140.9,8.8,15.5,11.2,0.368,19.2,11,520,6,19.05,2339,1,0,restaurant,POS,desktop,credit_card,US,personal,present,new,enterprise,pin,Friday,mastercard,gmail.com,0,352.66187981058096
93.37,917,15.66,5,13,64.55,66.06,7.84,14.4,2.1,1,2,0,0,82.6,2.2,5.2,19,0.139,34.7,10,511,2,27.3,2645,1,0,grocery,POS,mobile_app,digital_wallet,NG,personal,present,regular,large,3d_secure,Thursday,mastercard,protonmail.com,0,353.05540476032803
7.09,169,25.23,2,13,15.67,16.5,8.88,3.2,22.5,1,7,0,0,499.4,47.4,3.6,10.3,0.228,19.1,18,467,5,-9.42,1854,2,0,gas_station,online,mobile_browser,credit_card,CN,personal,present,regular,small,none,Thursday,mastercard,gmail.com,0,353.2866020589463
8.68,850,21.86,3,13,13.06,12.08,4.52,27.1,43.1,1,6,0,2,246.5,20,9.9,25.9,0.324,7.2,13,655,4,-3.41,2701,2,0,restaurant,mobile,tablet,debit_card,IN,personal,not_present,regular,large,3d_secure,Tuesday,discover,gmail.com,0,353.86862409784175
129.89,123,3.48,2,7,82.52,94.06,7.9,5.3,74.2,2,3,0,1,213.2,13.7,2.6,8.7,0.615,11.6,12,846,1,35.84,2444,1,0,electronics,POS,unknown,credit_card,US,personal,present,vip,medium,3d_secure,Wednesday,visa,gmail.com,0,354.0279086091168
257.53,1450,24.53,2,10,200.4,182.93,5.69,17.2,19.4,1,5,0,0,403.8,10.6,7.7,11.4,0.354,10.6,13,506,2,74.6,1737,1,0,money_transfer,online,mobile_app,debit_card,GB,personal,present,regular,medium,pin,Thursday,visa,gmail.com,0,354.0736679
40.67,1263,9.5,1,14,52.43,54.64,0.95,18.6,17.9,0,1,0,2,143.5,8.6,13,4.7,0.327,14.1,18,758,2,-13.97,1822,1,0,health,POS,tablet,credit_card,JP,business,not_present,vip,medium,biometric,Tuesday,visa,yahoo.com,0,354.1536935134362
221.45,146,18.7,4,30,150.29,136.34,322.93,19.5,15.8,0,3,0,0,519.9,5.7,8.2,12.8,0.041,35.8,16,604,6,85.12,1674,2,0,entertainment,POS,desktop,digital_wallet,GB,business,present,regular,enterprise,3d_secure,Sunday,discover,hotmail.com,0,354.2331641993951
43,1340,32.06,1,6,80.73,74.22,11.83,16.9,19.5,1,3,0,0,63.7,12.8,2.6,14.7,0.283,11.3,14,472,2,-31.23,2226,1,0,restaurant,mobile,desktop,digital_wallet,FR,personal,present,regular,large,signature,Thursday,visa,protonmail.com,0,354.3287249
124.89,831,37.71,3,6,104.41,108.33,3.65,47.5,29.4,4,4,0,0,123.1,7.3,17.6,6.5,0.5,11.6,18,867,8,16.56,2204,1,0,electronics,POS,mobile_app,debit_card,AU,personal,present,new,medium,3d_secure,Saturday,discover,gmail.com,0,354.41541178061715
35.16,1492,23.83,3,10,100.59,93.71,9.14,15.3,43.3,4,1,0,0,124.7,12.5,10.9,5.9,0.053,87.2,17,436,4,-58.55,1964,3,0,restaurant,POS,desktop,bank_transfer,DE,personal,present,inactive,medium,pin,Saturday,amex,gmail.com,0,355.0093805302411
110.75,1054,20.44,0,11,65.47,71.4,108.28,15.3,0,0,1,0,0,302.6,22.7,11,14.3,0.218,15.6,15,865,5,39.36,1970,1,0,gas_station,mobile,tablet,digital_wallet,US,premium,not_present,inactive,medium,pin,Monday,mastercard,outlook.com,0,355.1258134173211
35.38,804,27.71,2,7,27.94,31.12,2.29,17.5,34.5,1,0,0,0,387.1,63,22.1,5.5,0.314,0,15,591,9,4.26,2418,2,1,entertainment,ATM,mobile_browser,credit_card,US,personal,not_present,regular,medium,biometric,Saturday,amex,other,0,355.3718142204821
24.44,1710,12.48,2,10,52.81,56.3,0.83,22,13,1,0,0,0,265.9,40.2,41.7,18.6,0.172,4.3,18,792,4,-31.86,1891,1,0,grocery,POS,mobile_app,credit_card,US,business,present,inactive,small,3d_secure,Wednesday,visa,yahoo.com,0,356.68897921305654
87.01,1537,12.38,2,11,56.61,53.96,6.17,11,12.8,0,3,0,0,224.6,0,10.1,9.7,0.157,0,14,523,7,33.05,2684,2,0,grocery,online,desktop,credit_card,GB,personal,not_present,inactive,medium,3d_secure,Wednesday,visa,yahoo.com,0,357.06156027521155
193.9,1286,18.85,3,12,177.44,156.93,41.73,0,19.8,0,1,0,0,163.6,26.8,24.6,17.5,0.206,27.1,15,607,4,36.97,2307,1,0,travel,online,desktop,credit_card,US,premium,present,new,enterprise,biometric,Tuesday,visa,gmail.com,0,357.7003079437299
106.25,899,14.18,2,12,333.15,293.19,3.92,7.8,60.8,0,0,0,0,362.9,20.9,7,26.5,0.396,8.3,17,508,2,-186.94,1901,1,0,entertainment,POS,unknown,credit_card,BR,premium,present,regular,small,pin,Friday,visa,gmail.com,0,357.8100024836556
73.92,1150,31.13,2,3,77.18,76.63,1.99,35.1,28.1,1,3,0,0,78.7,8.9,0,14.1,0.416,10.5,19,526,6,-2.72,2923,2,0,grocery,mobile,mobile_browser,digital_wallet,US,personal,not_present,inactive,enterprise,signature,Friday,discover,yahoo.com,0,357.9338620526327
13.3,1004,1.96,2,8,8.84,8.08,18.25,37.5,24,0,2,0,1,119.1,13.3,64,14.7,0.304,33.2,5,723,2,5.23,1893,2,0,restaurant,POS,desktop,credit_card,US,personal,not_present,inactive,large,3d_secure,Saturday,visa,hotmail.com,0,357.95806383600893
30.62,1351,14.25,1,11,76.1,69.4,4.51,2,17.2,1,12,0,0,150.4,7.3,10.7,13.8,0.163,49.6,10,448,2,-38.78,1961,1,0,health,online,desktop,credit_card,US,personal,not_present,regular,enterprise,signature,Tuesday,visa,other,0,358.0653913
23.54,806,21.04,1,10,21.65,22.01,5.04,5.9,15,0,5,0,0,79.9,13.3,6.2,16.3,0.316,11.9,18,492,6,1.53,1675,1,0,gas_station,mobile,desktop,credit_card,US,personal,not_present,inactive,large,3d_secure,Tuesday,visa,gmail.com,0,358.2547892043731
97.8,901,42.63,1,18,99.74,113.1,1.43,7.5,33.3,8,3,0,0,146.5,11.7,6.5,23.4,0.382,76.8,21,460,9,-15.3,1980,1,0,entertainment,mobile,mobile_app,credit_card,US,business,present,regular,medium,3d_secure,Thursday,mastercard,other,0,358.3677800585133
92.84,1294,22.71,0,11,114.03,100.8,112.4,11.7,21.6,0,3,1,0,118.9,11.4,21.1,11.5,0.076,11.5,10,521,4,-7.95,2499,1,0,entertainment,online,mobile_browser,digital_wallet,FR,business,not_present,new,small,signature,Wednesday,amex,hotmail.com,0,358.4216538850723
23.37,1901,25.03,3,7,34.34,34.69,0.31,19.5,26.5,1,4,0,1,458,11.2,15.3,0,0.882,20.7,9,769,5,-11.31,3287,1,0,health,POS,tablet,credit_card,CA,personal,present,vip,small,biometric,Friday,visa,gmail.com,0,358.4962164888985
9.61,2495,12.08,1,11,11.37,11.09,1.9,10.2,26.9,2,4,0,0,218.6,63.3,16.6,43.2,0.174,8,21,661,1,-1.47,2069,2,0,grocery,online,tablet,debit_card,US,personal,present,vip,large,pin,Friday,visa,gmail.com,0,358.8544415080504
121.99,1170,16.31,3,5,102.64,110.75,9.2,19.2,19.6,0,2,0,1,216.3,13.4,7.6,8,0.375,11.9,15,571,4,11.24,1975,2,0,clothing,online,desktop,debit_card,CA,personal,not_present,new,large,3d_secure,Monday,visa,gmail.com,0,358.98847498773057
15.33,1661,37.23,7,25,44.24,42.73,22.21,29,15.8,1,1,0,0,419.5,17,16.7,15.2,0.27,13.8,12,417,1,-27.4,2875,1,0,health,POS,mobile_app,credit_card,RU,business,present,regular,small,pin,Wednesday,amex,hotmail.com,0,359.2512040347269
7.31,1323,30.33,1,16,22.31,20.12,1,11.2,31.2,1,2,0,0,65.4,0,2.6,10.8,0.679,84.6,9,590,2,-12.82,2469,1,0,grocery,mobile,desktop,digital_wallet,US,personal,not_present,regular,large,3d_secure,Tuesday,visa,outlook.com,0,359.6572070418612
8.75,2041,23.66,3,8,6.35,6.45,10.92,33.1,16.8,0,1,0,0,346.4,34.7,17.9,12.8,0.237,34.8,18,1008,7,2.3,1530,2,0,restaurant,POS,tablet,debit_card,US,personal,present,new,small,biometric,Monday,visa,other,0,360.3372323535885
103.26,1199,38.28,3,4,72.37,81.8,7.57,13.4,7.9,0,2,2,1,234.6,11.3,1.5,15,0.448,7.5,11,751,5,21.46,1789,2,0,restaurant,online,desktop,credit_card,US,premium,not_present,regular,enterprise,pin,Tuesday,mastercard,gmail.com,0,360.3604936770465
193.38,920,10.42,3,4,113.36,64.9,5.28,29.6,33.5,0,3,0,0,218.4,19.7,0.2,9.6,0.861,16.7,13,685,2,128.48,1744,1,0,grocery,mobile,mobile_app,credit_card,BR,personal,not_present,regular,medium,biometric,Saturday,discover,gmail.com,0,361.29226033846567
74.46,868,7.05,3,8,49.77,50.34,3.82,12.6,35.9,0,2,0,0,537.1,2.3,15,12.6,0.301,10,10,769,2,24.13,2281,4,0,clothing,POS,mobile_app,debit_card,GB,business,present,regular,large,3d_secure,Monday,amex,gmail.com,0,361.8656446788787
94.48,179,31.1,1,5,103.03,95.23,1.92,24.5,31.9,1,2,0,0,134.7,0,7.2,10.7,0.462,25.1,8,797,6,-0.75,2013,1,0,entertainment,mobile,tablet,debit_card,US,student,not_present,regular,small,biometric,Tuesday,visa,gmail.com,0,361.915116
167.79,1224,11.49,0,12,176.25,187.97,2.04,0,44.6,0,2,0,0,631,27.6,13.7,4,0.446,48.5,19,31,3,-20.18,2075,2,0,grocery,POS,unknown,credit_card,IN,business,present,regular,small,3d_secure,Sunday,amex,other,0,363.1146341536201
13.64,927,27.02,4,26,35.07,32.63,36.41,19.9,9.6,2,3,0,0,245,12.2,0.1,14.8,0.602,15.1,9,436,7,-18.99,1842,2,0,gas_station,online,mobile_app,debit_card,US,personal,not_present,new,medium,none,Wednesday,mastercard,yahoo.com,0,364.58591641051987
101.2,1131,14.68,1,9,79.46,77.49,22.21,12.1,12.2,0,3,0,0,403.4,7.7,15.6,5.9,0.451,5.3,16,922,3,23.71,2125,2,0,clothing,online,mobile_browser,credit_card,US,premium,present,vip,small,none,Friday,visa,outlook.com,0,364.62246965050474
15.37,1285,3.55,0,13,13.58,13.05,3.78,47.6,7.5,1,2,0,0,374.9,20.5,5.7,14.1,0.078,28.2,1,465,5,2.32,1712,1,1,grocery,mobile,mobile_app,digital_wallet,US,business,present,vip,small,3d_secure,Friday,discover,gmail.com,0,364.81049221951935
16.93,822,7.12,0,8,22.77,25.86,9.46,13.1,2.8,0,2,0,0,180.1,50.6,5.2,40.7,0.114,18,7,727,5,-8.93,1684,2,0,entertainment,POS,tablet,digital_wallet,US,personal,present,regular,small,pin,Wednesday,discover,gmail.com,0,365.7622346257908
65.45,1235,14.79,0,9,55.51,64.96,14.83,30.4,33.7,0,3,1,0,368,0,16.6,16.4,0.315,6.1,21,717,3,0.5,1802,1,0,clothing,POS,mobile_browser,digital_wallet,US,premium,not_present,regular,small,pin,Friday,visa,gmail.com,0,366.5622618251151
260.9,1052,26.35,2,5,162.61,86.35,6.43,4.5,3.4,0,3,0,5,126.4,100,1.5,0,0.253,13.9,12,47,5,174.56,1551,1,0,restaurant,online,tablet,bank_transfer,US,student,not_present,regular,medium,biometric,Monday,amex,outlook.com,0,366.68057
50.36,999,21.36,0,9,52.32,45.65,3.7,20.4,11.2,1,0,1,6,312.9,26.4,5.1,18.6,0.14,0,13,628,3,4.71,2314,1,0,restaurant,online,desktop,credit_card,RU,personal,present,regular,medium,3d_secure,Sunday,visa,yahoo.com,0,366.81681144979626
44.13,1055,24.56,1,9,68.56,62.15,8.63,23.3,28.1,0,1,0,0,257,13.4,0.7,25.3,0.57,0,9,535,6,-18.02,1684,3,1,grocery,POS,desktop,credit_card,CA,personal,present,regular,small,3d_secure,Thursday,visa,gmail.com,0,367.0852268136104
213.78,2008,13.39,4,10,147.16,152.06,16.98,10.9,51.3,1,2,0,0,611.5,10,3.6,2.2,0.237,16.7,17,654,3,61.72,1635,2,4,grocery,online,desktop,credit_card,GB,business,not_present,regular,medium,none,Thursday,visa,yahoo.com,0,367.4695711011182
25.55,1484,18.31,3,15,18.67,16.39,1.8,1.2,1.8,0,4,0,0,243,23.9,18.4,9.9,0.191,19.8,12,433,5,9.16,1861,3,0,jewelry,POS,tablet,credit_card,US,personal,present,regular,medium,3d_secure,Tuesday,visa,outlook.com,0,368.0281121648722
15.42,1099,19.55,14,8,20.34,23.56,2.48,13.1,35.6,0,2,1,0,398.7,33.3,9.7,2.7,0.859,19.1,11,489,6,-8.14,1571,2,0,restaurant,online,mobile_browser,credit_card,AU,personal,not_present,regular,medium,pin,Monday,amex,gmail.com,0,368.2950934514124
7.66,966,12.39,5,10,20.87,19.95,13.19,13.6,15.7,0,1,1,0,305.9,12.5,0,6.8,0.146,16.6,3,626,1,-12.3,1562,4,0,grocery,POS,mobile_browser,bank_transfer,US,student,present,vip,large,3d_secure,Tuesday,visa,outlook.com,0,368.65521029476054
73.9,1324,6.84,2,15,60.65,57.77,3.74,32.6,28.8,1,2,0,0,94.8,28.7,12.3,12.1,0.667,17.4,6,672,5,16.13,2272,1,0,restaurant,POS,tablet,digital_wallet,US,personal,not_present,inactive,large,3d_secure,Thursday,visa,gmail.com,0,369.45342308018667
85.82,1575,17.32,3,10,89.3,90.45,5.42,25.8,51.1,1,3,0,1,143.6,16.7,8.3,22.5,0.293,52,18,700,3,-4.63,1537,4,0,restaurant,mobile,unknown,credit_card,GB,personal,present,regular,medium,3d_secure,Wednesday,discover,outlook.com,0,369.47509939253314
9.89,904,25.35,1,12,34.79,31.95,2.76,26.8,28,1,3,0,0,104,0,7.6,22.4,0.784,9.5,14,473,4,-22.06,2427,1,0,clothing,online,mobile_app,debit_card,US,personal,not_present,inactive,small,3d_secure,Thursday,visa,gmail.com,0,369.64384263322495
7.51,1161,26.2,2,5,8.42,8.77,3.51,4.6,75.2,0,3,1,1,185.1,16.4,13.3,17.7,0.367,9.1,14,480,1,-1.26,2198,3,0,entertainment,POS,tablet,credit_card,JP,student,present,inactive,enterprise,3d_secure,Wednesday,visa,outlook.com,0,370.3685479206994
87.27,1334,5.24,1,10,89.11,88.41,0.78,23.1,38.8,1,1,2,0,333.7,4.2,8.5,32.8,0.585,1,16,659,8,-1.14,1514,3,0,money_transfer,online,mobile_browser,credit_card,US,business,present,new,small,3d_secure,Monday,visa,yahoo.com,0,371.6768926382112
38.9,915,20.85,2,13,72.89,77.44,6.18,20.3,3.5,0,4,1,0,193,0,9.2,14.6,0.102,21.7,12,765,3,-38.54,1678,1,0,clothing,POS,desktop,credit_card,CA,business,not_present,regular,large,none,Friday,discover,outlook.com,0,372.09262452329205
122.27,1049,18.95,3,7,78.55,75.84,20.91,0,0,1,2,0,0,191.3,2.1,44.9,14.2,0.377,35.8,11,451,3,46.43,2176,2,0,health,POS,unknown,bank_transfer,US,personal,present,inactive,medium,biometric,Saturday,visa,gmail.com,0,372.5331516346568
217.01,1245,0.53,4,20,155.84,145.94,23.18,20.4,29.8,0,2,0,0,634,11.7,8,14.2,0.206,12,22,538,4,71.08,1848,1,0,grocery,mobile,mobile_browser,debit_card,GB,personal,present,regular,medium,signature,Tuesday,visa,protonmail.com,0,372.5989012110104
53.99,2214,21.35,8,6,114.83,103.26,18.15,5,19.1,0,2,0,1,320.1,7.9,13.3,8,0,5.7,19,484,5,-49.27,2307,2,0,grocery,online,unknown,credit_card,JP,personal,not_present,vip,enterprise,biometric,Sunday,mastercard,gmail.com,0,372.9429242937389
